label,uri
vnd.shopkick+json,https://www.iana.org/assignments/media-types/application/vnd.shopkick+json
vnd.shp,https://www.iana.org/assignments/media-types/application/vnd.shp
vnd.shx,https://www.iana.org/assignments/media-types/application/vnd.shx
vnd.sigrok.session,https://www.iana.org/assignments/media-types/application/vnd.sigrok.session
vnd.SimTech-MindMapper,https://www.iana.org/assignments/media-types/application/vnd.SimTech-MindMapper
vnd.siren+json,https://www.iana.org/assignments/media-types/application/vnd.siren+json
vnd.smaf,https://www.iana.org/assignments/media-types/application/vnd.smaf
vnd.smart.notebook,https://www.iana.org/assignments/media-types/application/vnd.smart.notebook
vnd.smart.teacher,https://www.iana.org/assignments/media-types/application/vnd.smart.teacher
vnd.snesdev-page-table,https://www.iana.org/assignments/media-types/application/vnd.snesdev-page-table
vnd.software602.filler.form+xml,https://www.iana.org/assignments/media-types/application/vnd.software602.filler.form+xml
vnd.software602.filler.form-xml-zip,https://www.iana.org/assignments/media-types/application/vnd.software602.filler.form-xml-zip
vnd.solent.sdkm+xml,https://www.iana.org/assignments/media-types/application/vnd.solent.sdkm+xml
vnd.spotfire.dxp,https://www.iana.org/assignments/media-types/application/vnd.spotfire.dxp
vnd.spotfire.sfs,https://www.iana.org/assignments/media-types/application/vnd.spotfire.sfs
vnd.sqlite3,https://www.iana.org/assignments/media-types/application/vnd.sqlite3
vnd.sss-cod,https://www.iana.org/assignments/media-types/application/vnd.sss-cod
vnd.sss-dtf,https://www.iana.org/assignments/media-types/application/vnd.sss-dtf
vnd.sss-ntf,https://www.iana.org/assignments/media-types/application/vnd.sss-ntf
vnd.stepmania.package,https://www.iana.org/assignments/media-types/application/vnd.stepmania.package
vnd.stepmania.stepchart,https://www.iana.org/assignments/media-types/application/vnd.stepmania.stepchart
vnd.street-stream,https://www.iana.org/assignments/media-types/application/vnd.street-stream
vnd.sun.wadl+xml,https://www.iana.org/assignments/media-types/application/vnd.sun.wadl+xml
vnd.sus-calendar,https://www.iana.org/assignments/media-types/application/vnd.sus-calendar
vnd.svd,https://www.iana.org/assignments/media-types/application/vnd.svd
vnd.swiftview-ics,https://www.iana.org/assignments/media-types/application/vnd.swiftview-ics
vnd.sycle+xml,https://www.iana.org/assignments/media-types/application/vnd.sycle+xml
vnd.syncml.dm.notification,https://www.iana.org/assignments/media-types/application/vnd.syncml.dm.notification
vnd.syncml.dmddf+xml,https://www.iana.org/assignments/media-types/application/vnd.syncml.dmddf+xml
vnd.syncml.dmtnds+wbxml,https://www.iana.org/assignments/media-types/application/vnd.syncml.dmtnds+wbxml
vnd.syncml.dmtnds+xml,https://www.iana.org/assignments/media-types/application/vnd.syncml.dmtnds+xml
vnd.syncml.dmddf+wbxml,https://www.iana.org/assignments/media-types/application/vnd.syncml.dmddf+wbxml
vnd.syncml.dm+wbxml,https://www.iana.org/assignments/media-types/application/vnd.syncml.dm+wbxml
vnd.syncml.dm+xml,https://www.iana.org/assignments/media-types/application/vnd.syncml.dm+xml
vnd.syncml.ds.notification,https://www.iana.org/assignments/media-types/application/vnd.syncml.ds.notification
vnd.syncml+xml,https://www.iana.org/assignments/media-types/application/vnd.syncml+xml
vnd.tableschema+json,https://www.iana.org/assignments/media-types/application/vnd.tableschema+json
vnd.tao.intent-module-archive,https://www.iana.org/assignments/media-types/application/vnd.tao.intent-module-archive
vnd.tcpdump.pcap,https://www.iana.org/assignments/media-types/application/vnd.tcpdump.pcap
vnd.think-cell.ppttc+json,https://www.iana.org/assignments/media-types/application/vnd.think-cell.ppttc+json
vnd.tml,https://www.iana.org/assignments/media-types/application/vnd.tml
vnd.tmd.mediaflex.api+xml,https://www.iana.org/assignments/media-types/application/vnd.tmd.mediaflex.api+xml
vnd.tmobile-livetv,https://www.iana.org/assignments/media-types/application/vnd.tmobile-livetv
vnd.tri.onesource,https://www.iana.org/assignments/media-types/application/vnd.tri.onesource
vnd.trid.tpt,https://www.iana.org/assignments/media-types/application/vnd.trid.tpt
vnd.triscape.mxs,https://www.iana.org/assignments/media-types/application/vnd.triscape.mxs
vnd.trueapp,https://www.iana.org/assignments/media-types/application/vnd.trueapp
vnd.truedoc,https://www.iana.org/assignments/media-types/application/vnd.truedoc
vnd.ubisoft.webplayer,https://www.iana.org/assignments/media-types/application/vnd.ubisoft.webplayer
vnd.ufdl,https://www.iana.org/assignments/media-types/application/vnd.ufdl
vnd.uiq.theme,https://www.iana.org/assignments/media-types/application/vnd.uiq.theme
vnd.umajin,https://www.iana.org/assignments/media-types/application/vnd.umajin
vnd.unity,https://www.iana.org/assignments/media-types/application/vnd.unity
vnd.uoml+xml,https://www.iana.org/assignments/media-types/application/vnd.uoml+xml
vnd.uplanet.alert,https://www.iana.org/assignments/media-types/application/vnd.uplanet.alert
vnd.uplanet.alert-wbxml,https://www.iana.org/assignments/media-types/application/vnd.uplanet.alert-wbxml
vnd.uplanet.bearer-choice,https://www.iana.org/assignments/media-types/application/vnd.uplanet.bearer-choice
vnd.uplanet.bearer-choice-wbxml,https://www.iana.org/assignments/media-types/application/vnd.uplanet.bearer-choice-wbxml
vnd.uplanet.cacheop,https://www.iana.org/assignments/media-types/application/vnd.uplanet.cacheop
vnd.uplanet.cacheop-wbxml,https://www.iana.org/assignments/media-types/application/vnd.uplanet.cacheop-wbxml
vnd.uplanet.channel,https://www.iana.org/assignments/media-types/application/vnd.uplanet.channel
vnd.uplanet.channel-wbxml,https://www.iana.org/assignments/media-types/application/vnd.uplanet.channel-wbxml
vnd.uplanet.list,https://www.iana.org/assignments/media-types/application/vnd.uplanet.list
vnd.uplanet.listcmd,https://www.iana.org/assignments/media-types/application/vnd.uplanet.listcmd
vnd.uplanet.listcmd-wbxml,https://www.iana.org/assignments/media-types/application/vnd.uplanet.listcmd-wbxml
vnd.uplanet.list-wbxml,https://www.iana.org/assignments/media-types/application/vnd.uplanet.list-wbxml
vnd.uri-map,https://www.iana.org/assignments/media-types/application/vnd.uri-map
vnd.uplanet.signal,https://www.iana.org/assignments/media-types/application/vnd.uplanet.signal
vnd.valve.source.material,https://www.iana.org/assignments/media-types/application/vnd.valve.source.material
vnd.vcx,https://www.iana.org/assignments/media-types/application/vnd.vcx
vnd.vd-study,https://www.iana.org/assignments/media-types/application/vnd.vd-study
vnd.vectorworks,https://www.iana.org/assignments/media-types/application/vnd.vectorworks
vnd.vel+json,https://www.iana.org/assignments/media-types/application/vnd.vel+json
vnd.verimatrix.vcas,https://www.iana.org/assignments/media-types/application/vnd.verimatrix.vcas
vnd.veryant.thin,https://www.iana.org/assignments/media-types/application/vnd.veryant.thin
vnd.ves.encrypted,https://www.iana.org/assignments/media-types/application/vnd.ves.encrypted
vnd.vidsoft.vidconference,https://www.iana.org/assignments/media-types/application/vnd.vidsoft.vidconference
vnd.visio,https://www.iana.org/assignments/media-types/application/vnd.visio
vnd.visionary,https://www.iana.org/assignments/media-types/application/vnd.visionary
vnd.vividence.scriptfile,https://www.iana.org/assignments/media-types/application/vnd.vividence.scriptfile
vnd.vsf,https://www.iana.org/assignments/media-types/application/vnd.vsf
vnd.wap.sic,https://www.iana.org/assignments/media-types/application/vnd.wap.sic
vnd.wap.slc,https://www.iana.org/assignments/media-types/application/vnd.wap.slc
vnd.wap.wbxml,https://www.iana.org/assignments/media-types/application/vnd.wap.wbxml
vnd.wap.wmlc,https://www.iana.org/assignments/media-types/application/vnd.wap.wmlc
vnd.wap.wmlscriptc,https://www.iana.org/assignments/media-types/application/vnd.wap.wmlscriptc
vnd.webturbo,https://www.iana.org/assignments/media-types/application/vnd.webturbo
vnd.wfa.p2p,https://www.iana.org/assignments/media-types/application/vnd.wfa.p2p
vnd.wfa.wsc,https://www.iana.org/assignments/media-types/application/vnd.wfa.wsc
vnd.windows.devicepairing,https://www.iana.org/assignments/media-types/application/vnd.windows.devicepairing
vnd.wmc,https://www.iana.org/assignments/media-types/application/vnd.wmc
vnd.wmf.bootstrap,https://www.iana.org/assignments/media-types/application/vnd.wmf.bootstrap
vnd.wolfram.mathematica,https://www.iana.org/assignments/media-types/application/vnd.wolfram.mathematica
vnd.wolfram.mathematica.package,https://www.iana.org/assignments/media-types/application/vnd.wolfram.mathematica.package
vnd.wolfram.player,https://www.iana.org/assignments/media-types/application/vnd.wolfram.player
vnd.wordperfect,https://www.iana.org/assignments/media-types/application/vnd.wordperfect
vnd.wqd,https://www.iana.org/assignments/media-types/application/vnd.wqd
vnd.wrq-hp3000-labelled,https://www.iana.org/assignments/media-types/application/vnd.wrq-hp3000-labelled
vnd.wt.stf,https://www.iana.org/assignments/media-types/application/vnd.wt.stf
vnd.wv.csp+xml,https://www.iana.org/assignments/media-types/application/vnd.wv.csp+xml
vnd.wv.csp+wbxml,https://www.iana.org/assignments/media-types/application/vnd.wv.csp+wbxml
vnd.wv.ssp+xml,https://www.iana.org/assignments/media-types/application/vnd.wv.ssp+xml
vnd.xacml+json,https://www.iana.org/assignments/media-types/application/vnd.xacml+json
vnd.xara,https://www.iana.org/assignments/media-types/application/vnd.xara
vnd.xfdl,https://www.iana.org/assignments/media-types/application/vnd.xfdl
vnd.xfdl.webform,https://www.iana.org/assignments/media-types/application/vnd.xfdl.webform
vnd.xmi+xml,https://www.iana.org/assignments/media-types/application/vnd.xmi+xml
vnd.xmpie.cpkg,https://www.iana.org/assignments/media-types/application/vnd.xmpie.cpkg
vnd.xmpie.dpkg,https://www.iana.org/assignments/media-types/application/vnd.xmpie.dpkg
vnd.xmpie.plan,https://www.iana.org/assignments/media-types/application/vnd.xmpie.plan
vnd.xmpie.ppkg,https://www.iana.org/assignments/media-types/application/vnd.xmpie.ppkg
vnd.xmpie.xlim,https://www.iana.org/assignments/media-types/application/vnd.xmpie.xlim
vnd.yamaha.hv-dic,https://www.iana.org/assignments/media-types/application/vnd.yamaha.hv-dic
vnd.yamaha.hv-script,https://www.iana.org/assignments/media-types/application/vnd.yamaha.hv-script
vnd.yamaha.hv-voice,https://www.iana.org/assignments/media-types/application/vnd.yamaha.hv-voice
vnd.yamaha.openscoreformat.osfpvg+xml,https://www.iana.org/assignments/media-types/application/vnd.yamaha.openscoreformat.osfpvg+xml
vnd.yamaha.openscoreformat,https://www.iana.org/assignments/media-types/application/vnd.yamaha.openscoreformat
vnd.yamaha.remote-setup,https://www.iana.org/assignments/media-types/application/vnd.yamaha.remote-setup
vnd.yamaha.smaf-audio,https://www.iana.org/assignments/media-types/application/vnd.yamaha.smaf-audio
vnd.yamaha.smaf-phrase,https://www.iana.org/assignments/media-types/application/vnd.yamaha.smaf-phrase
vnd.yamaha.through-ngn,https://www.iana.org/assignments/media-types/application/vnd.yamaha.through-ngn
vnd.yamaha.tunnel-udpencap,https://www.iana.org/assignments/media-types/application/vnd.yamaha.tunnel-udpencap
vnd.yaoweme,https://www.iana.org/assignments/media-types/application/vnd.yaoweme
vnd.yellowriver-custom-menu,https://www.iana.org/assignments/media-types/application/vnd.yellowriver-custom-menu
vnd.youtube.yt - OBSOLETED in favor of video/vnd.youtube.yt,https://www.iana.org/assignments/media-types/application/vnd.youtube.yt
vnd.zul,https://www.iana.org/assignments/media-types/application/vnd.zul
vnd.zzazz.deck+xml,https://www.iana.org/assignments/media-types/application/vnd.zzazz.deck+xml
voicexml+xml,https://www.iana.org/assignments/media-types/application/voicexml+xml
voucher-cms+json,https://www.iana.org/assignments/media-types/application/voucher-cms+json
vq-rtcpxr,https://www.iana.org/assignments/media-types/application/vq-rtcpxr
watcherinfo+xml,https://www.iana.org/assignments/media-types/application/watcherinfo+xml
webpush-options+json,https://www.iana.org/assignments/media-types/application/webpush-options+json
whoispp-query,https://www.iana.org/assignments/media-types/application/whoispp-query
whoispp-response,https://www.iana.org/assignments/media-types/application/whoispp-response
widget,https://www.iana.org/assignments/media-types/application/widget
wita,https://www.iana.org/assignments/media-types/application/wita
wordperfect5.1,https://www.iana.org/assignments/media-types/application/wordperfect5.1
wsdl+xml,https://www.iana.org/assignments/media-types/application/wsdl+xml
wspolicy+xml,https://www.iana.org/assignments/media-types/application/wspolicy+xml
x-pki-message,https://www.iana.org/assignments/media-types/application/x-pki-message
x-www-form-urlencoded,https://www.iana.org/assignments/media-types/application/x-www-form-urlencoded
x-x509-ca-cert,https://www.iana.org/assignments/media-types/application/x-x509-ca-cert
x-x509-ca-ra-cert,https://www.iana.org/assignments/media-types/application/x-x509-ca-ra-cert
x-x509-next-ca-cert,https://www.iana.org/assignments/media-types/application/x-x509-next-ca-cert
x400-bp,https://www.iana.org/assignments/media-types/application/x400-bp
xacml+xml,https://www.iana.org/assignments/media-types/application/xacml+xml
xcap-att+xml,https://www.iana.org/assignments/media-types/application/xcap-att+xml
xcap-caps+xml,https://www.iana.org/assignments/media-types/application/xcap-caps+xml
xcap-diff+xml,https://www.iana.org/assignments/media-types/application/xcap-diff+xml
xcap-el+xml,https://www.iana.org/assignments/media-types/application/xcap-el+xml
xcap-error+xml,https://www.iana.org/assignments/media-types/application/xcap-error+xml
xcap-ns+xml,https://www.iana.org/assignments/media-types/application/xcap-ns+xml
xcon-conference-info-diff+xml,https://www.iana.org/assignments/media-types/application/xcon-conference-info-diff+xml
xcon-conference-info+xml,https://www.iana.org/assignments/media-types/application/xcon-conference-info+xml
xenc+xml,https://www.iana.org/assignments/media-types/application/xenc+xml
xhtml+xml,https://www.iana.org/assignments/media-types/application/xhtml+xml
xliff+xml,https://www.iana.org/assignments/media-types/application/xliff+xml
xml,https://www.iana.org/assignments/media-types/application/xml
xml-dtd,https://www.iana.org/assignments/media-types/application/xml-dtd
xml-external-parsed-entity,https://www.iana.org/assignments/media-types/application/xml-external-parsed-entity
xml-patch+xml,https://www.iana.org/assignments/media-types/application/xml-patch+xml
xmpp+xml,https://www.iana.org/assignments/media-types/application/xmpp+xml
xop+xml,https://www.iana.org/assignments/media-types/application/xop+xml
xslt+xml,https://www.iana.org/assignments/media-types/application/xslt+xml
xv+xml,https://www.iana.org/assignments/media-types/application/xv+xml
yang,https://www.iana.org/assignments/media-types/application/yang
yang-data+json,https://www.iana.org/assignments/media-types/application/yang-data+json
yang-data+xml,https://www.iana.org/assignments/media-types/application/yang-data+xml
yang-patch+json,https://www.iana.org/assignments/media-types/application/yang-patch+json
yang-patch+xml,https://www.iana.org/assignments/media-types/application/yang-patch+xml
yin+xml,https://www.iana.org/assignments/media-types/application/yin+xml
zip,https://www.iana.org/assignments/media-types/application/zip
zlib,https://www.iana.org/assignments/media-types/application/zlib
zstd,https://www.iana.org/assignments/media-types/application/zstd
