label,uri
vnd.frogans.fnc - OBSOLETE,https://www.iana.org/assignments/media-types/application/vnd.frogans.fnc
vnd.frogans.ltf - OBSOLETE,https://www.iana.org/assignments/media-types/application/vnd.frogans.ltf
vnd.fsc.weblaunch,https://www.iana.org/assignments/media-types/application/vnd.fsc.weblaunch
vnd.fujitsu.oasys,https://www.iana.org/assignments/media-types/application/vnd.fujitsu.oasys
vnd.fujitsu.oasys2,https://www.iana.org/assignments/media-types/application/vnd.fujitsu.oasys2
vnd.fujitsu.oasys3,https://www.iana.org/assignments/media-types/application/vnd.fujitsu.oasys3
vnd.fujitsu.oasysgp,https://www.iana.org/assignments/media-types/application/vnd.fujitsu.oasysgp
vnd.fujitsu.oasysprs,https://www.iana.org/assignments/media-types/application/vnd.fujitsu.oasysprs
vnd.fujixerox.ART4,https://www.iana.org/assignments/media-types/application/vnd.fujixerox.ART4
vnd.fujixerox.ART-EX,https://www.iana.org/assignments/media-types/application/vnd.fujixerox.ART-EX
vnd.fujixerox.ddd,https://www.iana.org/assignments/media-types/application/vnd.fujixerox.ddd
vnd.fujixerox.docuworks,https://www.iana.org/assignments/media-types/application/vnd.fujixerox.docuworks
vnd.fujixerox.docuworks.binder,https://www.iana.org/assignments/media-types/application/vnd.fujixerox.docuworks.binder
vnd.fujixerox.docuworks.container,https://www.iana.org/assignments/media-types/application/vnd.fujixerox.docuworks.container
vnd.fujixerox.HBPL,https://www.iana.org/assignments/media-types/application/vnd.fujixerox.HBPL
vnd.fut-misnet,https://www.iana.org/assignments/media-types/application/vnd.fut-misnet
vnd.futoin+cbor,https://www.iana.org/assignments/media-types/application/vnd.futoin+cbor
vnd.futoin+json,https://www.iana.org/assignments/media-types/application/vnd.futoin+json
vnd.fuzzysheet,https://www.iana.org/assignments/media-types/application/vnd.fuzzysheet
vnd.genomatix.tuxedo,https://www.iana.org/assignments/media-types/application/vnd.genomatix.tuxedo
vnd.gentics.grd+json,https://www.iana.org/assignments/media-types/application/vnd.gentics.grd+json
vnd.geo+json (OBSOLETED by [RFC7946] in favor of application/geo+json),https://www.iana.org/assignments/media-types/application/vnd.geo+json
vnd.geocube+xml - OBSOLETED by request,https://www.iana.org/assignments/media-types/application/vnd.geocube+xml
vnd.geogebra.file,https://www.iana.org/assignments/media-types/application/vnd.geogebra.file
vnd.geogebra.tool,https://www.iana.org/assignments/media-types/application/vnd.geogebra.tool
vnd.geometry-explorer,https://www.iana.org/assignments/media-types/application/vnd.geometry-explorer
vnd.geonext,https://www.iana.org/assignments/media-types/application/vnd.geonext
vnd.geoplan,https://www.iana.org/assignments/media-types/application/vnd.geoplan
vnd.geospace,https://www.iana.org/assignments/media-types/application/vnd.geospace
vnd.gerber,https://www.iana.org/assignments/media-types/application/vnd.gerber
vnd.globalplatform.card-content-mgt,https://www.iana.org/assignments/media-types/application/vnd.globalplatform.card-content-mgt
vnd.globalplatform.card-content-mgt-response,https://www.iana.org/assignments/media-types/application/vnd.globalplatform.card-content-mgt-response
vnd.gmx - DEPRECATED,https://www.iana.org/assignments/media-types/application/vnd.gmx
vnd.google-earth.kml+xml,https://www.iana.org/assignments/media-types/application/vnd.google-earth.kml+xml
vnd.google-earth.kmz,https://www.iana.org/assignments/media-types/application/vnd.google-earth.kmz
vnd.gov.sk.e-form+xml,https://www.iana.org/assignments/media-types/application/vnd.gov.sk.e-form+xml
vnd.gov.sk.e-form+zip,https://www.iana.org/assignments/media-types/application/vnd.gov.sk.e-form+zip
vnd.gov.sk.xmldatacontainer+xml,https://www.iana.org/assignments/media-types/application/vnd.gov.sk.xmldatacontainer+xml
vnd.grafeq,https://www.iana.org/assignments/media-types/application/vnd.grafeq
vnd.gridmp,https://www.iana.org/assignments/media-types/application/vnd.gridmp
vnd.groove-account,https://www.iana.org/assignments/media-types/application/vnd.groove-account
vnd.groove-help,https://www.iana.org/assignments/media-types/application/vnd.groove-help
vnd.groove-identity-message,https://www.iana.org/assignments/media-types/application/vnd.groove-identity-message
vnd.groove-injector,https://www.iana.org/assignments/media-types/application/vnd.groove-injector
vnd.groove-tool-message,https://www.iana.org/assignments/media-types/application/vnd.groove-tool-message
vnd.groove-tool-template,https://www.iana.org/assignments/media-types/application/vnd.groove-tool-template
vnd.groove-vcard,https://www.iana.org/assignments/media-types/application/vnd.groove-vcard
vnd.hal+json,https://www.iana.org/assignments/media-types/application/vnd.hal+json
vnd.hal+xml,https://www.iana.org/assignments/media-types/application/vnd.hal+xml
vnd.HandHeld-Entertainment+xml,https://www.iana.org/assignments/media-types/application/vnd.HandHeld-Entertainment+xml
vnd.hbci,https://www.iana.org/assignments/media-types/application/vnd.hbci
vnd.hc+json,https://www.iana.org/assignments/media-types/application/vnd.hc+json
vnd.hcl-bireports,https://www.iana.org/assignments/media-types/application/vnd.hcl-bireports
vnd.hdt,https://www.iana.org/assignments/media-types/application/vnd.hdt
vnd.heroku+json,https://www.iana.org/assignments/media-types/application/vnd.heroku+json
vnd.hhe.lesson-player,https://www.iana.org/assignments/media-types/application/vnd.hhe.lesson-player
vnd.hp-HPGL,https://www.iana.org/assignments/media-types/application/vnd.hp-HPGL
vnd.hp-hpid,https://www.iana.org/assignments/media-types/application/vnd.hp-hpid
vnd.hp-hps,https://www.iana.org/assignments/media-types/application/vnd.hp-hps
vnd.hp-jlyt,https://www.iana.org/assignments/media-types/application/vnd.hp-jlyt
vnd.hp-PCL,https://www.iana.org/assignments/media-types/application/vnd.hp-PCL
vnd.hp-PCLXL,https://www.iana.org/assignments/media-types/application/vnd.hp-PCLXL
vnd.httphone,https://www.iana.org/assignments/media-types/application/vnd.httphone
vnd.hydrostatix.sof-data,https://www.iana.org/assignments/media-types/application/vnd.hydrostatix.sof-data
vnd.hyper-item+json,https://www.iana.org/assignments/media-types/application/vnd.hyper-item+json
vnd.hyper+json,https://www.iana.org/assignments/media-types/application/vnd.hyper+json
vnd.hyperdrive+json,https://www.iana.org/assignments/media-types/application/vnd.hyperdrive+json
vnd.hzn-3d-crossword,https://www.iana.org/assignments/media-types/application/vnd.hzn-3d-crossword
vnd.ibm.afplinedata - OBSOLETED in favor of vnd.afpc.afplinedata,https://www.iana.org/assignments/media-types/application/vnd.ibm.afplinedata
vnd.ibm.electronic-media,https://www.iana.org/assignments/media-types/application/vnd.ibm.electronic-media
vnd.ibm.MiniPay,https://www.iana.org/assignments/media-types/application/vnd.ibm.MiniPay
vnd.ibm.modcap - OBSOLETED in favor of application/vnd.afpc.modca,https://www.iana.org/assignments/media-types/application/vnd.ibm.modcap
vnd.ibm.rights-management,https://www.iana.org/assignments/media-types/application/vnd.ibm.rights-management
vnd.ibm.secure-container,https://www.iana.org/assignments/media-types/application/vnd.ibm.secure-container
vnd.iccprofile,https://www.iana.org/assignments/media-types/application/vnd.iccprofile
vnd.ieee.1905,https://www.iana.org/assignments/media-types/application/vnd.ieee.1905
vnd.igloader,https://www.iana.org/assignments/media-types/application/vnd.igloader
vnd.imagemeter.folder+zip,https://www.iana.org/assignments/media-types/application/vnd.imagemeter.folder+zip
vnd.imagemeter.image+zip,https://www.iana.org/assignments/media-types/application/vnd.imagemeter.image+zip
vnd.immervision-ivp,https://www.iana.org/assignments/media-types/application/vnd.immervision-ivp
vnd.immervision-ivu,https://www.iana.org/assignments/media-types/application/vnd.immervision-ivu
vnd.ims.imsccv1p1,https://www.iana.org/assignments/media-types/application/vnd.ims.imsccv1p1
vnd.ims.imsccv1p2,https://www.iana.org/assignments/media-types/application/vnd.ims.imsccv1p2
vnd.ims.imsccv1p3,https://www.iana.org/assignments/media-types/application/vnd.ims.imsccv1p3
vnd.ims.lis.v2.result+json,https://www.iana.org/assignments/media-types/application/vnd.ims.lis.v2.result+json
vnd.ims.lti.v2.toolconsumerprofile+json,https://www.iana.org/assignments/media-types/application/vnd.ims.lti.v2.toolconsumerprofile+json
vnd.ims.lti.v2.toolproxy.id+json,https://www.iana.org/assignments/media-types/application/vnd.ims.lti.v2.toolproxy.id+json
vnd.ims.lti.v2.toolproxy+json,https://www.iana.org/assignments/media-types/application/vnd.ims.lti.v2.toolproxy+json
vnd.ims.lti.v2.toolsettings+json,https://www.iana.org/assignments/media-types/application/vnd.ims.lti.v2.toolsettings+json
vnd.ims.lti.v2.toolsettings.simple+json,https://www.iana.org/assignments/media-types/application/vnd.ims.lti.v2.toolsettings.simple+json
vnd.informedcontrol.rms+xml,https://www.iana.org/assignments/media-types/application/vnd.informedcontrol.rms+xml
vnd.infotech.project,https://www.iana.org/assignments/media-types/application/vnd.infotech.project
vnd.infotech.project+xml,https://www.iana.org/assignments/media-types/application/vnd.infotech.project+xml
vnd.informix-visionary - OBSOLETED in favor of application/vnd.visionary,https://www.iana.org/assignments/media-types/application/vnd.informix-visionary
vnd.innopath.wamp.notification,https://www.iana.org/assignments/media-types/application/vnd.innopath.wamp.notification
vnd.insors.igm,https://www.iana.org/assignments/media-types/application/vnd.insors.igm
vnd.intercon.formnet,https://www.iana.org/assignments/media-types/application/vnd.intercon.formnet
vnd.intergeo,https://www.iana.org/assignments/media-types/application/vnd.intergeo
vnd.intertrust.digibox,https://www.iana.org/assignments/media-types/application/vnd.intertrust.digibox
vnd.intertrust.nncp,https://www.iana.org/assignments/media-types/application/vnd.intertrust.nncp
vnd.intu.qbo,https://www.iana.org/assignments/media-types/application/vnd.intu.qbo
vnd.intu.qfx,https://www.iana.org/assignments/media-types/application/vnd.intu.qfx
vnd.iptc.g2.catalogitem+xml,https://www.iana.org/assignments/media-types/application/vnd.iptc.g2.catalogitem+xml
vnd.iptc.g2.conceptitem+xml,https://www.iana.org/assignments/media-types/application/vnd.iptc.g2.conceptitem+xml
vnd.iptc.g2.knowledgeitem+xml,https://www.iana.org/assignments/media-types/application/vnd.iptc.g2.knowledgeitem+xml
vnd.iptc.g2.newsitem+xml,https://www.iana.org/assignments/media-types/application/vnd.iptc.g2.newsitem+xml
vnd.iptc.g2.newsmessage+xml,https://www.iana.org/assignments/media-types/application/vnd.iptc.g2.newsmessage+xml
vnd.iptc.g2.packageitem+xml,https://www.iana.org/assignments/media-types/application/vnd.iptc.g2.packageitem+xml
vnd.iptc.g2.planningitem+xml,https://www.iana.org/assignments/media-types/application/vnd.iptc.g2.planningitem+xml
vnd.ipunplugged.rcprofile,https://www.iana.org/assignments/media-types/application/vnd.ipunplugged.rcprofile
vnd.irepository.package+xml,https://www.iana.org/assignments/media-types/application/vnd.irepository.package+xml
vnd.is-xpr,https://www.iana.org/assignments/media-types/application/vnd.is-xpr
vnd.isac.fcs,https://www.iana.org/assignments/media-types/application/vnd.isac.fcs
vnd.jam,https://www.iana.org/assignments/media-types/application/vnd.jam
vnd.iso11783-10+zip,https://www.iana.org/assignments/media-types/application/vnd.iso11783-10+zip
vnd.japannet-directory-service,https://www.iana.org/assignments/media-types/application/vnd.japannet-directory-service
vnd.japannet-jpnstore-wakeup,https://www.iana.org/assignments/media-types/application/vnd.japannet-jpnstore-wakeup
vnd.japannet-payment-wakeup,https://www.iana.org/assignments/media-types/application/vnd.japannet-payment-wakeup
vnd.japannet-registration,https://www.iana.org/assignments/media-types/application/vnd.japannet-registration
vnd.japannet-registration-wakeup,https://www.iana.org/assignments/media-types/application/vnd.japannet-registration-wakeup
vnd.japannet-setstore-wakeup,https://www.iana.org/assignments/media-types/application/vnd.japannet-setstore-wakeup
vnd.japannet-verification,https://www.iana.org/assignments/media-types/application/vnd.japannet-verification
vnd.japannet-verification-wakeup,https://www.iana.org/assignments/media-types/application/vnd.japannet-verification-wakeup
vnd.jcp.javame.midlet-rms,https://www.iana.org/assignments/media-types/application/vnd.jcp.javame.midlet-rms
vnd.jisp,https://www.iana.org/assignments/media-types/application/vnd.jisp
vnd.joost.joda-archive,https://www.iana.org/assignments/media-types/application/vnd.joost.joda-archive
vnd.jsk.isdn-ngn,https://www.iana.org/assignments/media-types/application/vnd.jsk.isdn-ngn
vnd.kahootz,https://www.iana.org/assignments/media-types/application/vnd.kahootz
vnd.kde.karbon,https://www.iana.org/assignments/media-types/application/vnd.kde.karbon
vnd.kde.kchart,https://www.iana.org/assignments/media-types/application/vnd.kde.kchart
vnd.kde.kformula,https://www.iana.org/assignments/media-types/application/vnd.kde.kformula
vnd.kde.kivio,https://www.iana.org/assignments/media-types/application/vnd.kde.kivio
vnd.kde.kontour,https://www.iana.org/assignments/media-types/application/vnd.kde.kontour
vnd.kde.kpresenter,https://www.iana.org/assignments/media-types/application/vnd.kde.kpresenter
vnd.kde.kspread,https://www.iana.org/assignments/media-types/application/vnd.kde.kspread
vnd.kde.kword,https://www.iana.org/assignments/media-types/application/vnd.kde.kword
vnd.kenameaapp,https://www.iana.org/assignments/media-types/application/vnd.kenameaapp
vnd.kidspiration,https://www.iana.org/assignments/media-types/application/vnd.kidspiration
vnd.Kinar,https://www.iana.org/assignments/media-types/application/vnd.Kinar
vnd.koan,https://www.iana.org/assignments/media-types/application/vnd.koan
vnd.kodak-descriptor,https://www.iana.org/assignments/media-types/application/vnd.kodak-descriptor
vnd.las,https://www.iana.org/assignments/media-types/application/vnd.las
vnd.las.las+json,https://www.iana.org/assignments/media-types/application/vnd.las.las+json
vnd.las.las+xml,https://www.iana.org/assignments/media-types/application/vnd.las.las+xml
vnd.laszip,https://www.iana.org/assignments/media-types/application/vnd.laszip
vnd.leap+json,https://www.iana.org/assignments/media-types/application/vnd.leap+json
vnd.liberty-request+xml,https://www.iana.org/assignments/media-types/application/vnd.liberty-request+xml
vnd.llamagraphics.life-balance.desktop,https://www.iana.org/assignments/media-types/application/vnd.llamagraphics.life-balance.desktop
vnd.llamagraphics.life-balance.exchange+xml,https://www.iana.org/assignments/media-types/application/vnd.llamagraphics.life-balance.exchange+xml
vnd.logipipe.circuit+zip,https://www.iana.org/assignments/media-types/application/vnd.logipipe.circuit+zip
vnd.loom,https://www.iana.org/assignments/media-types/application/vnd.loom
vnd.lotus-1-2-3,https://www.iana.org/assignments/media-types/application/vnd.lotus-1-2-3
vnd.lotus-approach,https://www.iana.org/assignments/media-types/application/vnd.lotus-approach
vnd.lotus-freelance,https://www.iana.org/assignments/media-types/application/vnd.lotus-freelance
vnd.lotus-notes,https://www.iana.org/assignments/media-types/application/vnd.lotus-notes
vnd.lotus-organizer,https://www.iana.org/assignments/media-types/application/vnd.lotus-organizer
vnd.lotus-screencam,https://www.iana.org/assignments/media-types/application/vnd.lotus-screencam
vnd.lotus-wordpro,https://www.iana.org/assignments/media-types/application/vnd.lotus-wordpro
vnd.macports.portpkg,https://www.iana.org/assignments/media-types/application/vnd.macports.portpkg
vnd.mapbox-vector-tile,https://www.iana.org/assignments/media-types/application/vnd.mapbox-vector-tile
vnd.marlin.drm.actiontoken+xml,https://www.iana.org/assignments/media-types/application/vnd.marlin.drm.actiontoken+xml
vnd.marlin.drm.conftoken+xml,https://www.iana.org/assignments/media-types/application/vnd.marlin.drm.conftoken+xml
vnd.marlin.drm.license+xml,https://www.iana.org/assignments/media-types/application/vnd.marlin.drm.license+xml
vnd.marlin.drm.mdcf,https://www.iana.org/assignments/media-types/application/vnd.marlin.drm.mdcf
vnd.mason+json,https://www.iana.org/assignments/media-types/application/vnd.mason+json
vnd.maxmind.maxmind-db,https://www.iana.org/assignments/media-types/application/vnd.maxmind.maxmind-db
vnd.mcd,https://www.iana.org/assignments/media-types/application/vnd.mcd
vnd.medcalcdata,https://www.iana.org/assignments/media-types/application/vnd.medcalcdata
vnd.mediastation.cdkey,https://www.iana.org/assignments/media-types/application/vnd.mediastation.cdkey
vnd.meridian-slingshot,https://www.iana.org/assignments/media-types/application/vnd.meridian-slingshot
vnd.MFER,https://www.iana.org/assignments/media-types/application/vnd.MFER
vnd.mfmp,https://www.iana.org/assignments/media-types/application/vnd.mfmp
vnd.micro+json,https://www.iana.org/assignments/media-types/application/vnd.micro+json
vnd.micrografx.flo,https://www.iana.org/assignments/media-types/application/vnd.micrografx.flo
vnd.micrografx.igx,https://www.iana.org/assignments/media-types/application/vnd.micrografx.igx
vnd.microsoft.portable-executable,https://www.iana.org/assignments/media-types/application/vnd.microsoft.portable-executable
vnd.microsoft.windows.thumbnail-cache,https://www.iana.org/assignments/media-types/application/vnd.microsoft.windows.thumbnail-cache
vnd.miele+json,https://www.iana.org/assignments/media-types/application/vnd.miele+json
vnd.mif,https://www.iana.org/assignments/media-types/application/vnd.mif
vnd.minisoft-hp3000-save,https://www.iana.org/assignments/media-types/application/vnd.minisoft-hp3000-save
vnd.mitsubishi.misty-guard.trustweb,https://www.iana.org/assignments/media-types/application/vnd.mitsubishi.misty-guard.trustweb
vnd.Mobius.DAF,https://www.iana.org/assignments/media-types/application/vnd.Mobius.DAF
vnd.Mobius.DIS,https://www.iana.org/assignments/media-types/application/vnd.Mobius.DIS
vnd.Mobius.MBK,https://www.iana.org/assignments/media-types/application/vnd.Mobius.MBK
vnd.Mobius.MQY,https://www.iana.org/assignments/media-types/application/vnd.Mobius.MQY
vnd.Mobius.MSL,https://www.iana.org/assignments/media-types/application/vnd.Mobius.MSL
vnd.Mobius.PLC,https://www.iana.org/assignments/media-types/application/vnd.Mobius.PLC
vnd.Mobius.TXF,https://www.iana.org/assignments/media-types/application/vnd.Mobius.TXF
vnd.mophun.application,https://www.iana.org/assignments/media-types/application/vnd.mophun.application
vnd.mophun.certificate,https://www.iana.org/assignments/media-types/application/vnd.mophun.certificate
vnd.motorola.flexsuite,https://www.iana.org/assignments/media-types/application/vnd.motorola.flexsuite
vnd.motorola.flexsuite.adsi,https://www.iana.org/assignments/media-types/application/vnd.motorola.flexsuite.adsi
vnd.motorola.flexsuite.fis,https://www.iana.org/assignments/media-types/application/vnd.motorola.flexsuite.fis
vnd.motorola.flexsuite.gotap,https://www.iana.org/assignments/media-types/application/vnd.motorola.flexsuite.gotap
vnd.motorola.flexsuite.kmr,https://www.iana.org/assignments/media-types/application/vnd.motorola.flexsuite.kmr
vnd.motorola.flexsuite.ttc,https://www.iana.org/assignments/media-types/application/vnd.motorola.flexsuite.ttc
vnd.motorola.flexsuite.wem,https://www.iana.org/assignments/media-types/application/vnd.motorola.flexsuite.wem
vnd.motorola.iprm,https://www.iana.org/assignments/media-types/application/vnd.motorola.iprm
vnd.mozilla.xul+xml,https://www.iana.org/assignments/media-types/application/vnd.mozilla.xul+xml
vnd.ms-artgalry,https://www.iana.org/assignments/media-types/application/vnd.ms-artgalry
vnd.ms-asf,https://www.iana.org/assignments/media-types/application/vnd.ms-asf
vnd.ms-cab-compressed,https://www.iana.org/assignments/media-types/application/vnd.ms-cab-compressed
vnd.ms-3mfdocument,https://www.iana.org/assignments/media-types/application/vnd.ms-3mfdocument
vnd.ms-excel,https://www.iana.org/assignments/media-types/application/vnd.ms-excel
vnd.ms-excel.addin.macroEnabled.12,https://www.iana.org/assignments/media-types/application/vnd.ms-excel.addin.macroEnabled.12
vnd.ms-excel.sheet.binary.macroEnabled.12,https://www.iana.org/assignments/media-types/application/vnd.ms-excel.sheet.binary.macroEnabled.12
vnd.ms-excel.sheet.macroEnabled.12,https://www.iana.org/assignments/media-types/application/vnd.ms-excel.sheet.macroEnabled.12
vnd.ms-excel.template.macroEnabled.12,https://www.iana.org/assignments/media-types/application/vnd.ms-excel.template.macroEnabled.12
vnd.ms-fontobject,https://www.iana.org/assignments/media-types/application/vnd.ms-fontobject
vnd.ms-htmlhelp,https://www.iana.org/assignments/media-types/application/vnd.ms-htmlhelp
vnd.ms-ims,https://www.iana.org/assignments/media-types/application/vnd.ms-ims
vnd.ms-lrm,https://www.iana.org/assignments/media-types/application/vnd.ms-lrm
vnd.ms-office.activeX+xml,https://www.iana.org/assignments/media-types/application/vnd.ms-office.activeX+xml
vnd.ms-officetheme,https://www.iana.org/assignments/media-types/application/vnd.ms-officetheme
vnd.ms-playready.initiator+xml,https://www.iana.org/assignments/media-types/application/vnd.ms-playready.initiator+xml
vnd.ms-powerpoint,https://www.iana.org/assignments/media-types/application/vnd.ms-powerpoint
vnd.ms-powerpoint.addin.macroEnabled.12,https://www.iana.org/assignments/media-types/application/vnd.ms-powerpoint.addin.macroEnabled.12
vnd.ms-powerpoint.presentation.macroEnabled.12,https://www.iana.org/assignments/media-types/application/vnd.ms-powerpoint.presentation.macroEnabled.12
vnd.ms-powerpoint.slide.macroEnabled.12,https://www.iana.org/assignments/media-types/application/vnd.ms-powerpoint.slide.macroEnabled.12
vnd.ms-powerpoint.slideshow.macroEnabled.12,https://www.iana.org/assignments/media-types/application/vnd.ms-powerpoint.slideshow.macroEnabled.12
vnd.ms-powerpoint.template.macroEnabled.12,https://www.iana.org/assignments/media-types/application/vnd.ms-powerpoint.template.macroEnabled.12
vnd.ms-PrintDeviceCapabilities+xml,https://www.iana.org/assignments/media-types/application/vnd.ms-PrintDeviceCapabilities+xml
vnd.ms-PrintSchemaTicket+xml,https://www.iana.org/assignments/media-types/application/vnd.ms-PrintSchemaTicket+xml
vnd.ms-project,https://www.iana.org/assignments/media-types/application/vnd.ms-project
vnd.ms-tnef,https://www.iana.org/assignments/media-types/application/vnd.ms-tnef
vnd.ms-windows.devicepairing,https://www.iana.org/assignments/media-types/application/vnd.ms-windows.devicepairing
vnd.ms-windows.nwprinting.oob,https://www.iana.org/assignments/media-types/application/vnd.ms-windows.nwprinting.oob
vnd.ms-windows.printerpairing,https://www.iana.org/assignments/media-types/application/vnd.ms-windows.printerpairing
vnd.ms-windows.wsd.oob,https://www.iana.org/assignments/media-types/application/vnd.ms-windows.wsd.oob
vnd.ms-wmdrm.lic-chlg-req,https://www.iana.org/assignments/media-types/application/vnd.ms-wmdrm.lic-chlg-req
vnd.ms-wmdrm.lic-resp,https://www.iana.org/assignments/media-types/application/vnd.ms-wmdrm.lic-resp
vnd.ms-wmdrm.meter-chlg-req,https://www.iana.org/assignments/media-types/application/vnd.ms-wmdrm.meter-chlg-req
vnd.ms-wmdrm.meter-resp,https://www.iana.org/assignments/media-types/application/vnd.ms-wmdrm.meter-resp
vnd.ms-word.document.macroEnabled.12,https://www.iana.org/assignments/media-types/application/vnd.ms-word.document.macroEnabled.12
vnd.ms-word.template.macroEnabled.12,https://www.iana.org/assignments/media-types/application/vnd.ms-word.template.macroEnabled.12
vnd.ms-works,https://www.iana.org/assignments/media-types/application/vnd.ms-works
vnd.ms-wpl,https://www.iana.org/assignments/media-types/application/vnd.ms-wpl
vnd.ms-xpsdocument,https://www.iana.org/assignments/media-types/application/vnd.ms-xpsdocument
vnd.msa-disk-image,https://www.iana.org/assignments/media-types/application/vnd.msa-disk-image
vnd.mseq,https://www.iana.org/assignments/media-types/application/vnd.mseq
vnd.msign,https://www.iana.org/assignments/media-types/application/vnd.msign
vnd.multiad.creator,https://www.iana.org/assignments/media-types/application/vnd.multiad.creator
vnd.multiad.creator.cif,https://www.iana.org/assignments/media-types/application/vnd.multiad.creator.cif
vnd.musician,https://www.iana.org/assignments/media-types/application/vnd.musician
vnd.music-niff,https://www.iana.org/assignments/media-types/application/vnd.music-niff
vnd.muvee.style,https://www.iana.org/assignments/media-types/application/vnd.muvee.style
vnd.mynfc,https://www.iana.org/assignments/media-types/application/vnd.mynfc
vnd.ncd.control,https://www.iana.org/assignments/media-types/application/vnd.ncd.control
vnd.ncd.reference,https://www.iana.org/assignments/media-types/application/vnd.ncd.reference
vnd.nearst.inv+json,https://www.iana.org/assignments/media-types/application/vnd.nearst.inv+json
vnd.nervana,https://www.iana.org/assignments/media-types/application/vnd.nervana
vnd.netfpx,https://www.iana.org/assignments/media-types/application/vnd.netfpx
vnd.neurolanguage.nlu,https://www.iana.org/assignments/media-types/application/vnd.neurolanguage.nlu
vnd.nimn,https://www.iana.org/assignments/media-types/application/vnd.nimn
vnd.nintendo.snes.rom,https://www.iana.org/assignments/media-types/application/vnd.nintendo.snes.rom
vnd.nintendo.nitro.rom,https://www.iana.org/assignments/media-types/application/vnd.nintendo.nitro.rom
vnd.nitf,https://www.iana.org/assignments/media-types/application/vnd.nitf
vnd.noblenet-directory,https://www.iana.org/assignments/media-types/application/vnd.noblenet-directory
vnd.noblenet-sealer,https://www.iana.org/assignments/media-types/application/vnd.noblenet-sealer
vnd.noblenet-web,https://www.iana.org/assignments/media-types/application/vnd.noblenet-web
vnd.nokia.catalogs,https://www.iana.org/assignments/media-types/application/vnd.nokia.catalogs
vnd.nokia.conml+wbxml,https://www.iana.org/assignments/media-types/application/vnd.nokia.conml+wbxml
vnd.nokia.conml+xml,https://www.iana.org/assignments/media-types/application/vnd.nokia.conml+xml
vnd.nokia.iptv.config+xml,https://www.iana.org/assignments/media-types/application/vnd.nokia.iptv.config+xml
vnd.nokia.iSDS-radio-presets,https://www.iana.org/assignments/media-types/application/vnd.nokia.iSDS-radio-presets
vnd.nokia.landmark+wbxml,https://www.iana.org/assignments/media-types/application/vnd.nokia.landmark+wbxml
vnd.nokia.landmark+xml,https://www.iana.org/assignments/media-types/application/vnd.nokia.landmark+xml
vnd.nokia.landmarkcollection+xml,https://www.iana.org/assignments/media-types/application/vnd.nokia.landmarkcollection+xml
vnd.nokia.ncd,https://www.iana.org/assignments/media-types/application/vnd.nokia.ncd
vnd.nokia.n-gage.ac+xml,https://www.iana.org/assignments/media-types/application/vnd.nokia.n-gage.ac+xml
vnd.nokia.n-gage.data,https://www.iana.org/assignments/media-types/application/vnd.nokia.n-gage.data
vnd.nokia.n-gage.symbian.install - OBSOLETE; no replacement given,https://www.iana.org/assignments/media-types/application/vnd.nokia.n-gage.symbian.install
vnd.nokia.pcd+wbxml,https://www.iana.org/assignments/media-types/application/vnd.nokia.pcd+wbxml
vnd.nokia.pcd+xml,https://www.iana.org/assignments/media-types/application/vnd.nokia.pcd+xml
vnd.nokia.radio-preset,https://www.iana.org/assignments/media-types/application/vnd.nokia.radio-preset
vnd.nokia.radio-presets,https://www.iana.org/assignments/media-types/application/vnd.nokia.radio-presets
vnd.novadigm.EDM,https://www.iana.org/assignments/media-types/application/vnd.novadigm.EDM
vnd.novadigm.EDX,https://www.iana.org/assignments/media-types/application/vnd.novadigm.EDX
vnd.novadigm.EXT,https://www.iana.org/assignments/media-types/application/vnd.novadigm.EXT
vnd.ntt-local.content-share,https://www.iana.org/assignments/media-types/application/vnd.ntt-local.content-share
vnd.ntt-local.file-transfer,https://www.iana.org/assignments/media-types/application/vnd.ntt-local.file-transfer
vnd.ntt-local.ogw_remote-access,https://www.iana.org/assignments/media-types/application/vnd.ntt-local.ogw_remote-access
vnd.ntt-local.sip-ta_remote,https://www.iana.org/assignments/media-types/application/vnd.ntt-local.sip-ta_remote
vnd.ntt-local.sip-ta_tcp_stream,https://www.iana.org/assignments/media-types/application/vnd.ntt-local.sip-ta_tcp_stream
vnd.oasis.opendocument.chart,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.chart
vnd.oasis.opendocument.chart-template,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.chart-template
vnd.oasis.opendocument.database,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.database
vnd.oasis.opendocument.formula,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.formula
vnd.oasis.opendocument.formula-template,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.formula-template
vnd.oasis.opendocument.graphics,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.graphics
vnd.oasis.opendocument.graphics-template,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.graphics-template
vnd.oasis.opendocument.image,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.image
vnd.oasis.opendocument.image-template,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.image-template
vnd.oasis.opendocument.presentation,https://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.presentation
